"STATISTIC","STATISTIC Label","TLIST(M1)","Month","C02431V02938","Meteorological Weather Station","UNIT","VALUE"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196610","1966M10","011","Malin head","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196610","1966M10","012","Mullingar","Knots","41"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196610","1966M10","013","Roches Point","Knots","59"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196610","1966M10","014","Rosslare","Knots","49"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196610","1966M10","015","Shannon airport","Knots","59"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196611","1966M11","001","Belmullet","Knots","66"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196611","1966M11","002","Birr","Knots","60"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196611","1966M11","003","Valentia Observatory","Knots","51"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196611","1966M11","004","Casement","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196611","1966M11","005","Claremorris","Knots","70"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196611","1966M11","006","Clones","Knots","63"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196611","1966M11","007","Cork airport","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196611","1966M11","008","Dublin airport","Knots","51"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196611","1966M11","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196611","1966M11","010","Kilkenny","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196611","1966M11","011","Malin head","Knots","74"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196611","1966M11","012","Mullingar","Knots","59"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196611","1966M11","013","Roches Point","Knots","62"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196611","1966M11","014","Rosslare","Knots","71"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196611","1966M11","015","Shannon airport","Knots","57"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196612","1966M12","001","Belmullet","Knots","83"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196612","1966M12","002","Birr","Knots","69"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196612","1966M12","003","Valentia Observatory","Knots","66"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196612","1966M12","004","Casement","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196612","1966M12","005","Claremorris","Knots","79"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196612","1966M12","006","Clones","Knots","70"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196612","1966M12","007","Cork airport","Knots","68"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196612","1966M12","008","Dublin airport","Knots","68"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196612","1966M12","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196612","1966M12","010","Kilkenny","Knots","65"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196612","1966M12","011","Malin head","Knots","77"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196612","1966M12","012","Mullingar","Knots","68"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196612","1966M12","013","Roches Point","Knots","72"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196612","1966M12","014","Rosslare","Knots","68"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196612","1966M12","015","Shannon airport","Knots","68"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196701","1967M01","001","Belmullet","Knots","78"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196701","1967M01","002","Birr","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196701","1967M01","003","Valentia Observatory","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196701","1967M01","004","Casement","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196701","1967M01","005","Claremorris","Knots","55"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196701","1967M01","006","Clones","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196701","1967M01","007","Cork airport","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196701","1967M01","008","Dublin airport","Knots","44"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196701","1967M01","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196701","1967M01","010","Kilkenny","Knots","55"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196701","1967M01","011","Malin head","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196701","1967M01","012","Mullingar","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196701","1967M01","013","Roches Point","Knots","57"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196701","1967M01","014","Rosslare","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196701","1967M01","015","Shannon airport","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196702","1967M02","001","Belmullet","Knots","62"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196702","1967M02","002","Birr","Knots","60"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196702","1967M02","003","Valentia Observatory","Knots","67"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196702","1967M02","004","Casement","Knots","71"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196702","1967M02","005","Claremorris","Knots","51"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196702","1967M02","006","Clones","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196702","1967M02","007","Cork airport","Knots","61"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196702","1967M02","008","Dublin airport","Knots","64"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196702","1967M02","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196702","1967M02","010","Kilkenny","Knots","55"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196702","1967M02","011","Malin head","Knots","71"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196702","1967M02","012","Mullingar","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196702","1967M02","013","Roches Point","Knots","68"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196702","1967M02","014","Rosslare","Knots","58"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196702","1967M02","015","Shannon airport","Knots","57"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196703","1967M03","001","Belmullet","Knots","71"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196703","1967M03","002","Birr","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196703","1967M03","003","Valentia Observatory","Knots","62"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196703","1967M03","004","Casement","Knots","55"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196703","1967M03","005","Claremorris","Knots","58"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196703","1967M03","006","Clones","Knots","65"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196703","1967M03","007","Cork airport","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196703","1967M03","008","Dublin airport","Knots","57"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196703","1967M03","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196703","1967M03","010","Kilkenny","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196703","1967M03","011","Malin head","Knots","73"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196703","1967M03","012","Mullingar","Knots","62"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196703","1967M03","013","Roches Point","Knots","59"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196703","1967M03","014","Rosslare","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196703","1967M03","015","Shannon airport","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196704","1967M04","001","Belmullet","Knots","51"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196704","1967M04","002","Birr","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196704","1967M04","003","Valentia Observatory","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196704","1967M04","004","Casement","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196704","1967M04","005","Claremorris","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196704","1967M04","006","Clones","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196704","1967M04","007","Cork airport","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196704","1967M04","008","Dublin airport","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196704","1967M04","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196704","1967M04","010","Kilkenny","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196704","1967M04","011","Malin head","Knots","58"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196704","1967M04","012","Mullingar","Knots","59"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196704","1967M04","013","Roches Point","Knots","51"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196704","1967M04","014","Rosslare","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196704","1967M04","015","Shannon airport","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196705","1967M05","001","Belmullet","Knots","49"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196705","1967M05","002","Birr","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196705","1967M05","003","Valentia Observatory","Knots","60"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196705","1967M05","004","Casement","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196705","1967M05","005","Claremorris","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196705","1967M05","006","Clones","Knots","60"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196705","1967M05","007","Cork airport","Knots","55"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196705","1967M05","008","Dublin airport","Knots","51"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196705","1967M05","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196705","1967M05","010","Kilkenny","Knots","49"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196705","1967M05","011","Malin head","Knots","67"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196705","1967M05","012","Mullingar","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196705","1967M05","013","Roches Point","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196705","1967M05","014","Rosslare","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196705","1967M05","015","Shannon airport","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196706","1967M06","001","Belmullet","Knots","37"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196706","1967M06","002","Birr","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196706","1967M06","003","Valentia Observatory","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196706","1967M06","004","Casement","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196706","1967M06","005","Claremorris","Knots","39"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196706","1967M06","006","Clones","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196706","1967M06","007","Cork airport","Knots","40"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196706","1967M06","008","Dublin airport","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196706","1967M06","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196706","1967M06","010","Kilkenny","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196706","1967M06","011","Malin head","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196706","1967M06","012","Mullingar","Knots","39"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196706","1967M06","013","Roches Point","Knots","41"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196706","1967M06","014","Rosslare","Knots","39"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196706","1967M06","015","Shannon airport","Knots","40"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196707","1967M07","001","Belmullet","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196707","1967M07","002","Birr","Knots","36"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196707","1967M07","003","Valentia Observatory","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196707","1967M07","004","Casement","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196707","1967M07","005","Claremorris","Knots","37"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196707","1967M07","006","Clones","Knots","39"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196707","1967M07","007","Cork airport","Knots","35"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196707","1967M07","008","Dublin airport","Knots","36"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196707","1967M07","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196707","1967M07","010","Kilkenny","Knots","40"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196707","1967M07","011","Malin head","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196707","1967M07","012","Mullingar","Knots","36"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196707","1967M07","013","Roches Point","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196707","1967M07","014","Rosslare","Knots","35"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196707","1967M07","015","Shannon airport","Knots","34"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196708","1967M08","001","Belmullet","Knots","34"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196708","1967M08","002","Birr","Knots","40"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196708","1967M08","003","Valentia Observatory","Knots","39"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196708","1967M08","004","Casement","Knots","37"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196708","1967M08","005","Claremorris","Knots","36"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196708","1967M08","006","Clones","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196708","1967M08","007","Cork airport","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196708","1967M08","008","Dublin airport","Knots","39"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196708","1967M08","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196708","1967M08","010","Kilkenny","Knots","34"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196708","1967M08","011","Malin head","Knots","45"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196708","1967M08","012","Mullingar","Knots","34"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196708","1967M08","013","Roches Point","Knots","41"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196708","1967M08","014","Rosslare","Knots","37"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196708","1967M08","015","Shannon airport","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196709","1967M09","001","Belmullet","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196709","1967M09","002","Birr","Knots","51"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196709","1967M09","003","Valentia Observatory","Knots","67"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196709","1967M09","004","Casement","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196709","1967M09","005","Claremorris","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196709","1967M09","006","Clones","Knots","45"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196709","1967M09","007","Cork airport","Knots","64"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196709","1967M09","008","Dublin airport","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196709","1967M09","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196709","1967M09","010","Kilkenny","Knots","49"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196709","1967M09","011","Malin head","Knots","51"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196709","1967M09","012","Mullingar","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196709","1967M09","013","Roches Point","Knots","63"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196709","1967M09","014","Rosslare","Knots","66"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196709","1967M09","015","Shannon airport","Knots","66"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196710","1967M10","001","Belmullet","Knots","70"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196710","1967M10","002","Birr","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196710","1967M10","003","Valentia Observatory","Knots","62"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196710","1967M10","004","Casement","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196710","1967M10","005","Claremorris","Knots","55"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196710","1967M10","006","Clones","Knots","58"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196710","1967M10","007","Cork airport","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196710","1967M10","008","Dublin airport","Knots","55"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196710","1967M10","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196710","1967M10","010","Kilkenny","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196710","1967M10","011","Malin head","Knots","68"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196710","1967M10","012","Mullingar","Knots","57"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196710","1967M10","013","Roches Point","Knots","61"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196710","1967M10","014","Rosslare","Knots","59"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196710","1967M10","015","Shannon airport","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196711","1967M11","001","Belmullet","Knots","59"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196711","1967M11","002","Birr","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196711","1967M11","003","Valentia Observatory","Knots","61"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196711","1967M11","004","Casement","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196711","1967M11","005","Claremorris","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196711","1967M11","006","Clones","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196711","1967M11","007","Cork airport","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196711","1967M11","008","Dublin airport","Knots","44"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196711","1967M11","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196711","1967M11","010","Kilkenny","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196711","1967M11","011","Malin head","Knots","59"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196711","1967M11","012","Mullingar","Knots","41"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196711","1967M11","013","Roches Point","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196711","1967M11","014","Rosslare","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196711","1967M11","015","Shannon airport","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196712","1967M12","001","Belmullet","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196712","1967M12","002","Birr","Knots","44"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196712","1967M12","003","Valentia Observatory","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196712","1967M12","004","Casement","Knots","64"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196712","1967M12","005","Claremorris","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196712","1967M12","006","Clones","Knots","51"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196712","1967M12","007","Cork airport","Knots","57"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196712","1967M12","008","Dublin airport","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196712","1967M12","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196712","1967M12","010","Kilkenny","Knots","44"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196712","1967M12","011","Malin head","Knots","65"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196712","1967M12","012","Mullingar","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196712","1967M12","013","Roches Point","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196712","1967M12","014","Rosslare","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196712","1967M12","015","Shannon airport","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196801","1968M01","001","Belmullet","Knots","91"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196801","1968M01","002","Birr","Knots","60"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196801","1968M01","003","Valentia Observatory","Knots","62"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196801","1968M01","004","Casement","Knots","67"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196801","1968M01","005","Claremorris","Knots","70"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196801","1968M01","006","Clones","Knots","75"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196801","1968M01","007","Cork airport","Knots","66"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196801","1968M01","008","Dublin airport","Knots","70"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196801","1968M01","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196801","1968M01","010","Kilkenny","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196801","1968M01","011","Malin head","Knots","91"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196801","1968M01","012","Mullingar","Knots","75"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196801","1968M01","013","Roches Point","Knots","60"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196801","1968M01","014","Rosslare","Knots","58"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196801","1968M01","015","Shannon airport","Knots","69"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196802","1968M02","001","Belmullet","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196802","1968M02","002","Birr","Knots","40"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196802","1968M02","003","Valentia Observatory","Knots","65"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196802","1968M02","004","Casement","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196802","1968M02","005","Claremorris","Knots","40"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196802","1968M02","006","Clones","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196802","1968M02","007","Cork airport","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196802","1968M02","008","Dublin airport","Knots","44"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196802","1968M02","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196802","1968M02","010","Kilkenny","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196802","1968M02","011","Malin head","Knots","66"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196802","1968M02","012","Mullingar","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196802","1968M02","013","Roches Point","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196802","1968M02","014","Rosslare","Knots","49"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196802","1968M02","015","Shannon airport","Knots","45"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196803","1968M03","001","Belmullet","Knots","75"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196803","1968M03","002","Birr","Knots","62"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196803","1968M03","003","Valentia Observatory","Knots","57"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196803","1968M03","004","Casement","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196803","1968M03","005","Claremorris","Knots","68"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196803","1968M03","006","Clones","Knots","58"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196803","1968M03","007","Cork airport","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196803","1968M03","008","Dublin airport","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196803","1968M03","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196803","1968M03","010","Kilkenny","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196803","1968M03","011","Malin head","Knots","83"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196803","1968M03","012","Mullingar","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196803","1968M03","013","Roches Point","Knots","61"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196803","1968M03","014","Rosslare","Knots","52"
