"STATISTIC","STATISTIC Label","TLIST(M1)","Month","C02431V02938","Meteorological Weather Station","UNIT","VALUE"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200301","2003M01","004","Casement","Knots","55"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200301","2003M01","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200301","2003M01","006","Clones","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200301","2003M01","007","Cork airport","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200301","2003M01","008","Dublin airport","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200301","2003M01","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200301","2003M01","010","Kilkenny","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200301","2003M01","011","Malin head","Knots","70"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200301","2003M01","012","Mullingar","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200301","2003M01","013","Roches Point","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200301","2003M01","014","Rosslare","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200301","2003M01","015","Shannon airport","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200302","2003M02","001","Belmullet","Knots","63"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200302","2003M02","002","Birr","Knots","40"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200302","2003M02","003","Valentia Observatory","Knots","61"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200302","2003M02","004","Casement","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200302","2003M02","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200302","2003M02","006","Clones","Knots","41"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200302","2003M02","007","Cork airport","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200302","2003M02","008","Dublin airport","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200302","2003M02","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200302","2003M02","010","Kilkenny","Knots","36"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200302","2003M02","011","Malin head","Knots","69"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200302","2003M02","012","Mullingar","Knots","36"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200302","2003M02","013","Roches Point","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200302","2003M02","014","Rosslare","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200302","2003M02","015","Shannon airport","Knots","51"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200303","2003M03","001","Belmullet","Knots","60"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200303","2003M03","002","Birr","Knots","37"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200303","2003M03","003","Valentia Observatory","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200303","2003M03","004","Casement","Knots","45"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200303","2003M03","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200303","2003M03","006","Clones","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200303","2003M03","007","Cork airport","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200303","2003M03","008","Dublin airport","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200303","2003M03","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200303","2003M03","010","Kilkenny","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200303","2003M03","011","Malin head","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200303","2003M03","012","Mullingar","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200303","2003M03","013","Roches Point","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200303","2003M03","014","Rosslare","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200303","2003M03","015","Shannon airport","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200304","2003M04","001","Belmullet","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200304","2003M04","002","Birr","Knots","35"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200304","2003M04","003","Valentia Observatory","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200304","2003M04","004","Casement","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200304","2003M04","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200304","2003M04","006","Clones","Knots","45"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200304","2003M04","007","Cork airport","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200304","2003M04","008","Dublin airport","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200304","2003M04","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200304","2003M04","010","Kilkenny","Knots","36"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200304","2003M04","011","Malin head","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200304","2003M04","012","Mullingar","Knots","41"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200304","2003M04","013","Roches Point","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200304","2003M04","014","Rosslare","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200304","2003M04","015","Shannon airport","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200305","2003M05","001","Belmullet","Knots","66"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200305","2003M05","002","Birr","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200305","2003M05","003","Valentia Observatory","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200305","2003M05","004","Casement","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200305","2003M05","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200305","2003M05","006","Clones","Knots","41"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200305","2003M05","007","Cork airport","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200305","2003M05","008","Dublin airport","Knots","40"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200305","2003M05","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200305","2003M05","010","Kilkenny","Knots","37"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200305","2003M05","011","Malin head","Knots","68"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200305","2003M05","012","Mullingar","Knots","34"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200305","2003M05","013","Roches Point","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200305","2003M05","014","Rosslare","Knots","45"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200305","2003M05","015","Shannon airport","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200306","2003M06","001","Belmullet","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200306","2003M06","002","Birr","Knots","34"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200306","2003M06","003","Valentia Observatory","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200306","2003M06","004","Casement","Knots","44"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200306","2003M06","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200306","2003M06","006","Clones","Knots","34"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200306","2003M06","007","Cork airport","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200306","2003M06","008","Dublin airport","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200306","2003M06","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200306","2003M06","010","Kilkenny","Knots","32"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200306","2003M06","011","Malin head","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200306","2003M06","012","Mullingar","Knots","30"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200306","2003M06","013","Roches Point","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200306","2003M06","014","Rosslare","Knots","41"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200306","2003M06","015","Shannon airport","Knots","37"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200307","2003M07","001","Belmullet","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200307","2003M07","002","Birr","Knots","26"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200307","2003M07","003","Valentia Observatory","Knots","33"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200307","2003M07","004","Casement","Knots","32"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200307","2003M07","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200307","2003M07","006","Clones","Knots","34"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200307","2003M07","007","Cork airport","Knots","32"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200307","2003M07","008","Dublin airport","Knots","30"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200307","2003M07","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200307","2003M07","010","Kilkenny","Knots","28"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200307","2003M07","011","Malin head","Knots","40"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200307","2003M07","012","Mullingar","Knots","30"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200307","2003M07","013","Roches Point","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200307","2003M07","014","Rosslare","Knots","35"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200307","2003M07","015","Shannon airport","Knots","32"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200308","2003M08","001","Belmullet","Knots","39"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200308","2003M08","002","Birr","Knots","29"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200308","2003M08","003","Valentia Observatory","Knots","29"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200308","2003M08","004","Casement","Knots","33"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200308","2003M08","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200308","2003M08","006","Clones","Knots","28"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200308","2003M08","007","Cork airport","Knots","30"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200308","2003M08","008","Dublin airport","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200308","2003M08","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200308","2003M08","010","Kilkenny","Knots","29"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200308","2003M08","011","Malin head","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200308","2003M08","012","Mullingar","Knots","26"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200308","2003M08","013","Roches Point","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200308","2003M08","014","Rosslare","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200308","2003M08","015","Shannon airport","Knots","34"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200309","2003M09","001","Belmullet","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200309","2003M09","002","Birr","Knots","30"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200309","2003M09","003","Valentia Observatory","Knots","33"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200309","2003M09","004","Casement","Knots","37"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200309","2003M09","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200309","2003M09","006","Clones","Knots","29"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200309","2003M09","007","Cork airport","Knots","37"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200309","2003M09","008","Dublin airport","Knots","33"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200309","2003M09","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200309","2003M09","010","Kilkenny","Knots","31"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200309","2003M09","011","Malin head","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200309","2003M09","012","Mullingar","Knots","27"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200309","2003M09","013","Roches Point","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200309","2003M09","014","Rosslare","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200309","2003M09","015","Shannon airport","Knots","33"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200310","2003M10","001","Belmullet","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200310","2003M10","002","Birr","Knots","36"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200310","2003M10","003","Valentia Observatory","Knots","39"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200310","2003M10","004","Casement","Knots","37"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200310","2003M10","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200310","2003M10","006","Clones","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200310","2003M10","007","Cork airport","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200310","2003M10","008","Dublin airport","Knots","39"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200310","2003M10","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200310","2003M10","010","Kilkenny","Knots","36"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200310","2003M10","011","Malin head","Knots","61"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200310","2003M10","012","Mullingar","Knots","35"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200310","2003M10","013","Roches Point","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200310","2003M10","014","Rosslare","Knots","45"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200310","2003M10","015","Shannon airport","Knots","36"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200311","2003M11","001","Belmullet","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200311","2003M11","002","Birr","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200311","2003M11","003","Valentia Observatory","Knots","61"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200311","2003M11","004","Casement","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200311","2003M11","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200311","2003M11","006","Clones","Knots","45"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200311","2003M11","007","Cork airport","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200311","2003M11","008","Dublin airport","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200311","2003M11","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200311","2003M11","010","Kilkenny","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200311","2003M11","011","Malin head","Knots","57"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200311","2003M11","012","Mullingar","Knots","37"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200311","2003M11","013","Roches Point","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200311","2003M11","014","Rosslare","Knots","57"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200311","2003M11","015","Shannon airport","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200312","2003M12","001","Belmullet","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200312","2003M12","002","Birr","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200312","2003M12","003","Valentia Observatory","Knots","45"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200312","2003M12","004","Casement","Knots","51"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200312","2003M12","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200312","2003M12","006","Clones","Knots","37"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200312","2003M12","007","Cork airport","Knots","40"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200312","2003M12","008","Dublin airport","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200312","2003M12","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200312","2003M12","010","Kilkenny","Knots","36"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200312","2003M12","011","Malin head","Knots","66"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200312","2003M12","012","Mullingar","Knots","34"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200312","2003M12","013","Roches Point","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200312","2003M12","014","Rosslare","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200312","2003M12","015","Shannon airport","Knots","41"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200401","2004M01","001","Belmullet","Knots","62"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200401","2004M01","002","Birr","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200401","2004M01","003","Valentia Observatory","Knots","57"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200401","2004M01","004","Casement","Knots","51"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200401","2004M01","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200401","2004M01","006","Clones","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200401","2004M01","007","Cork airport","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200401","2004M01","008","Dublin airport","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200401","2004M01","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200401","2004M01","010","Kilkenny","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200401","2004M01","011","Malin head","Knots","57"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200401","2004M01","012","Mullingar","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200401","2004M01","013","Roches Point","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200401","2004M01","014","Rosslare","Knots","61"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200401","2004M01","015","Shannon airport","Knots","55"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200402","2004M02","001","Belmullet","Knots","73"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200402","2004M02","002","Birr","Knots","37"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200402","2004M02","003","Valentia Observatory","Knots","51"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200402","2004M02","004","Casement","Knots","44"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200402","2004M02","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200402","2004M02","006","Clones","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200402","2004M02","007","Cork airport","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200402","2004M02","008","Dublin airport","Knots","51"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200402","2004M02","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200402","2004M02","010","Kilkenny","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200402","2004M02","011","Malin head","Knots","69"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200402","2004M02","012","Mullingar","Knots","37"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200402","2004M02","013","Roches Point","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200402","2004M02","014","Rosslare","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200402","2004M02","015","Shannon airport","Knots","45"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200403","2004M03","001","Belmullet","Knots","66"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200403","2004M03","002","Birr","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200403","2004M03","003","Valentia Observatory","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200403","2004M03","004","Casement","Knots","64"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200403","2004M03","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200403","2004M03","006","Clones","Knots","55"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200403","2004M03","007","Cork airport","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200403","2004M03","008","Dublin airport","Knots","61"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200403","2004M03","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200403","2004M03","010","Kilkenny","Knots","58"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200403","2004M03","011","Malin head","Knots","61"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200403","2004M03","012","Mullingar","Knots","51"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200403","2004M03","013","Roches Point","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200403","2004M03","014","Rosslare","Knots","59"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200403","2004M03","015","Shannon airport","Knots","63"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200404","2004M04","001","Belmullet","Knots","55"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200404","2004M04","002","Birr","Knots","40"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200404","2004M04","003","Valentia Observatory","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200404","2004M04","004","Casement","Knots","49"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200404","2004M04","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200404","2004M04","006","Clones","Knots","45"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200404","2004M04","007","Cork airport","Knots","45"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200404","2004M04","008","Dublin airport","Knots","49"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200404","2004M04","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200404","2004M04","010","Kilkenny","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200404","2004M04","011","Malin head","Knots","63"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200404","2004M04","012","Mullingar","Knots","40"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200404","2004M04","013","Roches Point","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200404","2004M04","014","Rosslare","Knots","58"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200404","2004M04","015","Shannon airport","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200405","2004M05","001","Belmullet","Knots","63"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200405","2004M05","002","Birr","Knots","41"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200405","2004M05","003","Valentia Observatory","Knots","63"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200405","2004M05","004","Casement","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200405","2004M05","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200405","2004M05","006","Clones","Knots","35"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200405","2004M05","007","Cork airport","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200405","2004M05","008","Dublin airport","Knots","35"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200405","2004M05","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200405","2004M05","010","Kilkenny","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200405","2004M05","011","Malin head","Knots","45"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200405","2004M05","012","Mullingar","Knots","33"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200405","2004M05","013","Roches Point","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200405","2004M05","014","Rosslare","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200405","2004M05","015","Shannon airport","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200406","2004M06","001","Belmullet","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200406","2004M06","002","Birr","Knots","36"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200406","2004M06","003","Valentia Observatory","Knots","41"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200406","2004M06","004","Casement","Knots","41"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200406","2004M06","005","Claremorris","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200406","2004M06","006","Clones","Knots","34"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200406","2004M06","007","Cork airport","Knots","41"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","200406","2004M06","008","Dublin airport","Knots","46"
